StyleCode,VariantCode,Shape,Setting,StoneCount,StoneSize,Metal,Quality,Price
WBRDSP,WBRDSP-270M75,Round,Shared Prong,75%,2.7 mm,14,E-F / VS  (Lab Grown),980.00
WBRDSP,WBRDSP-270M75,Round,Shared Prong,75%,2.7 mm,18,F-G / VS (Mined),2260.00
WBRDSP,WBRDSP-270M75,Round,Shared Prong,75%,2.7 mm,18,G-H / SI (Mined),1965.00
WBRDSP,WBRDSP-270M75,Round,Shared Prong,75%,2.7 mm,18,E-F / VS  (Lab Grown),1320.00
WBRDSP,WBRDSP-270M75,Round,Shared Prong,75%,2.7 mm,PLAT,F-G / VS (Mined),2230.00
WBRDSP,WBRDSP-270M75,Round,Shared Prong,75%,2.7 mm,PLAT,G-H / SI (Mined),1935.00
WBRDSP,WBRDSP-270M75,Round,Shared Prong,75%,2.7 mm,PLAT,E-F / VS  (Lab Grown),1285.00
WBRDUP,WBRDUP-140M00,Round,Scalloped (U),Eternity,1.4 mm,10,F-G / VS (Mined),540.00
WBRDUP,WBRDUP-140M00,Round,Scalloped (U),Eternity,1.4 mm,10,G-H / SI (Mined),465.00
WBRDUP,WBRDUP-140M00,Round,Scalloped (U),Eternity,1.4 mm,10,E-F / VS  (Lab Grown),375.00
WBRDUP,WBRDUP-140M00,Round,Scalloped (U),Eternity,1.4 mm,14,F-G / VS (Mined),690.00
WBRDUP,WBRDUP-140M00,Round,Scalloped (U),Eternity,1.4 mm,14,G-H / SI (Mined),620.00
WBRDUP,WBRDUP-140M00,Round,Scalloped (U),Eternity,1.4 mm,14,E-F / VS  (Lab Grown),525.00
WBRDUP,WBRDUP-140M00,Round,Scalloped (U),Eternity,1.4 mm,18,F-G / VS (Mined),850.00
WBRDUP,WBRDUP-140M00,Round,Scalloped (U),Eternity,1.4 mm,18,G-H / SI (Mined),780.00
WBRDUP,WBRDUP-140M00,Round,Scalloped (U),Eternity,1.4 mm,18,E-F / VS  (Lab Grown),685.00
WBRDUP,WBRDUP-140M00,Round,Scalloped (U),Eternity,1.4 mm,PLAT,F-G / VS (Mined),835.00
WBRDUP,WBRDUP-140M00,Round,Scalloped (U),Eternity,1.4 mm,PLAT,G-H / SI (Mined),765.00
WBRDUP,WBRDUP-140M00,Round,Scalloped (U),Eternity,1.4 mm,PLAT,E-F / VS  (Lab Grown),675.00
WBRDUP,WBRDUP-190M00,Round,Scalloped (U),Eternity,1.9 mm,10,F-G / VS (Mined),885.00
WBRDUP,WBRDUP-190M00,Round,Scalloped (U),Eternity,1.9 mm,10,G-H / SI (Mined),725.00
WBRDUP,WBRDUP-190M00,Round,Scalloped (U),Eternity,1.9 mm,10,E-F / VS  (Lab Grown),475.00
WBRDUP,WBRDUP-190M00,Round,Scalloped (U),Eternity,1.9 mm,14,F-G / VS (Mined),1100.00
WBRDUP,WBRDUP-190M00,Round,Scalloped (U),Eternity,1.9 mm,14,G-H / SI (Mined),935.00
WBRDUP,WBRDUP-190M00,Round,Scalloped (U),Eternity,1.9 mm,14,E-F / VS  (Lab Grown),685.00
WBRDUP,WBRDUP-190M00,Round,Scalloped (U),Eternity,1.9 mm,18,F-G / VS (Mined),1325.00
WBRDUP,WBRDUP-190M00,Round,Scalloped (U),Eternity,1.9 mm,18,G-H / SI (Mined),1160.00
WBRDUP,WBRDUP-190M00,Round,Scalloped (U),Eternity,1.9 mm,18,E-F / VS  (Lab Grown),915.00
WBRDUP,WBRDUP-190M00,Round,Scalloped (U),Eternity,1.9 mm,PLAT,F-G / VS (Mined),1305.00
WBRDUP,WBRDUP-190M00,Round,Scalloped (U),Eternity,1.9 mm,PLAT,G-H / SI (Mined),1140.00
WBRDUP,WBRDUP-190M00,Round,Scalloped (U),Eternity,1.9 mm,PLAT,E-F / VS  (Lab Grown),890.00
WBRDUP,WBRDUP-240M00,Round,Scalloped (U),Eternity,2.4 mm,10,F-G / VS (Mined),1415.00
WBRDUP,WBRDUP-240M00,Round,Scalloped (U),Eternity,2.4 mm,10,G-H / SI (Mined),1155.00
WBRDUP,WBRDUP-240M00,Round,Scalloped (U),Eternity,2.4 mm,10,E-F / VS  (Lab Grown),595.00
WBRDUP,WBRDUP-240M00,Round,Scalloped (U),Eternity,2.4 mm,14,F-G / VS (Mined),1695.00
WBRDUP,WBRDUP-240M00,Round,Scalloped (U),Eternity,2.4 mm,14,G-H / SI (Mined),1435.00
WBRDUP,WBRDUP-240M00,Round,Scalloped (U),Eternity,2.4 mm,14,E-F / VS  (Lab Grown),875.00
WBRDUP,WBRDUP-240M00,Round,Scalloped (U),Eternity,2.4 mm,18,F-G / VS (Mined),1990.00
WBRDUP,WBRDUP-240M00,Round,Scalloped (U),Eternity,2.4 mm,18,G-H / SI (Mined),1730.00
WBRDUP,WBRDUP-240M00,Round,Scalloped (U),Eternity,2.4 mm,18,E-F / VS  (Lab Grown),1170.00
WBRDUP,WBRDUP-240M00,Round,Scalloped (U),Eternity,2.4 mm,PLAT,F-G / VS (Mined),1965.00
WBRDUP,WBRDUP-240M00,Round,Scalloped (U),Eternity,2.4 mm,PLAT,G-H / SI (Mined),1705.00
WBRDUP,WBRDUP-240M00,Round,Scalloped (U),Eternity,2.4 mm,PLAT,E-F / VS  (Lab Grown),1145.00
WBRDUP,WBRDUP-270M00,Round,Scalloped (U),Eternity,2.7 mm,10,F-G / VS (Mined),1940.00
WBRDUP,WBRDUP-270M00,Round,Scalloped (U),Eternity,2.7 mm,10,G-H / SI (Mined),1560.00
WBRDUP,WBRDUP-270M00,Round,Scalloped (U),Eternity,2.7 mm,10,E-F / VS  (Lab Grown),715.00
WBRDUP,WBRDUP-270M00,Round,Scalloped (U),Eternity,2.7 mm,14,F-G / VS (Mined),2260.00
WBRDUP,WBRDUP-270M00,Round,Scalloped (U),Eternity,2.7 mm,14,G-H / SI (Mined),1875.00
WBRDUP,WBRDUP-270M00,Round,Scalloped (U),Eternity,2.7 mm,14,E-F / VS  (Lab Grown),1035.00
WBRDUP,WBRDUP-270M00,Round,Scalloped (U),Eternity,2.7 mm,18,F-G / VS (Mined),2595.00
WBRDUP,WBRDUP-270M00,Round,Scalloped (U),Eternity,2.7 mm,18,G-H / SI (Mined),2215.00
WBRDUP,WBRDUP-270M00,Round,Scalloped (U),Eternity,2.7 mm,18,E-F / VS  (Lab Grown),1370.00
WBRDUP,WBRDUP-270M00,Round,Scalloped (U),Eternity,2.7 mm,PLAT,F-G / VS (Mined),2565.00
WBRDUP,WBRDUP-270M00,Round,Scalloped (U),Eternity,2.7 mm,PLAT,G-H / SI (Mined),2185.00
WBRDUP,WBRDUP-270M00,Round,Scalloped (U),Eternity,2.7 mm,PLAT,E-F / VS  (Lab Grown),1340.00
WBRDUP,WBRDUP-140M05,Round,Scalloped (U),5 Stone,1.4 mm,10,F-G / VS (Mined),255.00
WBRDUP,WBRDUP-140M05,Round,Scalloped (U),5 Stone,1.4 mm,10,G-H / SI (Mined),245.00
WBRDUP,WBRDUP-140M05,Round,Scalloped (U),5 Stone,1.4 mm,10,E-F / VS  (Lab Grown),235.00
WBRDUP,WBRDUP-140M05,Round,Scalloped (U),5 Stone,1.4 mm,14,F-G / VS (Mined),390.00
WBRDUP,WBRDUP-140M05,Round,Scalloped (U),5 Stone,1.4 mm,14,G-H / SI (Mined),380.00
WBRDUP,WBRDUP-140M05,Round,Scalloped (U),5 Stone,1.4 mm,14,E-F / VS  (Lab Grown),370.00
WBRDUP,WBRDUP-140M05,Round,Scalloped (U),5 Stone,1.4 mm,18,F-G / VS (Mined),530.00
WBRDUP,WBRDUP-140M05,Round,Scalloped (U),5 Stone,1.4 mm,18,G-H / SI (Mined),520.00
WBRDUP,WBRDUP-140M05,Round,Scalloped (U),5 Stone,1.4 mm,18,E-F / VS  (Lab Grown),510.00
WBRDUP,WBRDUP-140M05,Round,Scalloped (U),5 Stone,1.4 mm,PLAT,F-G / VS (Mined),515.00
WBRDUP,WBRDUP-140M05,Round,Scalloped (U),5 Stone,1.4 mm,PLAT,G-H / SI (Mined),505.00
WBRDUP,WBRDUP-140M05,Round,Scalloped (U),5 Stone,1.4 mm,PLAT,E-F / VS  (Lab Grown),495.00
WBRDUP,WBRDUP-190M05,Round,Scalloped (U),5 Stone,1.9 mm,10,F-G / VS (Mined),345.00
WBRDUP,WBRDUP-190M05,Round,Scalloped (U),5 Stone,1.9 mm,10,G-H / SI (Mined),325.00
WBRDUP,WBRDUP-190M05,Round,Scalloped (U),5 Stone,1.9 mm,10,E-F / VS  (Lab Grown),285.00
WBRDUP,WBRDUP-190M05,Round,Scalloped (U),5 Stone,1.9 mm,14,F-G / VS (Mined),510.00
WBRDUP,WBRDUP-190M05,Round,Scalloped (U),5 Stone,1.9 mm,14,G-H / SI (Mined),490.00
WBRDUP,WBRDUP-190M05,Round,Scalloped (U),5 Stone,1.9 mm,14,E-F / VS  (Lab Grown),450.00
WBRDUP,WBRDUP-190M05,Round,Scalloped (U),5 Stone,1.9 mm,18,F-G / VS (Mined),685.00
WBRDUP,WBRDUP-190M05,Round,Scalloped (U),5 Stone,1.9 mm,18,G-H / SI (Mined),660.00
WBRDUP,WBRDUP-190M05,Round,Scalloped (U),5 Stone,1.9 mm,18,E-F / VS  (Lab Grown),625.00
WBRDUP,WBRDUP-190M05,Round,Scalloped (U),5 Stone,1.9 mm,PLAT,F-G / VS (Mined),670.00
WBRDUP,WBRDUP-190M05,Round,Scalloped (U),5 Stone,1.9 mm,PLAT,G-H / SI (Mined),645.00
WBRDUP,WBRDUP-190M05,Round,Scalloped (U),5 Stone,1.9 mm,PLAT,E-F / VS  (Lab Grown),610.00
WBRDUP,WBRDUP-240M05,Round,Scalloped (U),5 Stone,2.4 mm,10,F-G / VS (Mined),555.00
WBRDUP,WBRDUP-240M05,Round,Scalloped (U),5 Stone,2.4 mm,10,G-H / SI (Mined),505.00
WBRDUP,WBRDUP-240M05,Round,Scalloped (U),5 Stone,2.4 mm,10,E-F / VS  (Lab Grown),395.00
WBRDUP,WBRDUP-240M05,Round,Scalloped (U),5 Stone,2.4 mm,14,F-G / VS (Mined),795.00
WBRDUP,WBRDUP-240M05,Round,Scalloped (U),5 Stone,2.4 mm,14,G-H / SI (Mined),740.00
WBRDUP,WBRDUP-240M05,Round,Scalloped (U),5 Stone,2.4 mm,14,E-F / VS  (Lab Grown),635.00
WBRDUP,WBRDUP-240M05,Round,Scalloped (U),5 Stone,2.4 mm,18,F-G / VS (Mined),1040.00
WBRDUP,WBRDUP-240M05,Round,Scalloped (U),5 Stone,2.4 mm,18,G-H / SI (Mined),990.00
WBRDUP,WBRDUP-240M05,Round,Scalloped (U),5 Stone,2.4 mm,18,E-F / VS  (Lab Grown),880.00
WBRDUP,WBRDUP-240M05,Round,Scalloped (U),5 Stone,2.4 mm,PLAT,F-G / VS (Mined),1020.00
WBRDUP,WBRDUP-240M05,Round,Scalloped (U),5 Stone,2.4 mm,PLAT,G-H / SI (Mined),970.00
WBRDUP,WBRDUP-240M05,Round,Scalloped (U),5 Stone,2.4 mm,PLAT,E-F / VS  (Lab Grown),860.00
WBRDUP,WBRDUP-270M05,Round,Scalloped (U),5 Stone,2.7 mm,10,F-G / VS (Mined),640.00
WBRDUP,WBRDUP-270M05,Round,Scalloped (U),5 Stone,2.7 mm,10,G-H / SI (Mined),570.00
WBRDUP,WBRDUP-270M05,Round,Scalloped (U),5 Stone,2.7 mm,10,E-F / VS  (Lab Grown),405.00
WBRDUP,WBRDUP-270M05,Round,Scalloped (U),5 Stone,2.7 mm,14,F-G / VS (Mined),875.00
WBRDUP,WBRDUP-270M05,Round,Scalloped (U),5 Stone,2.7 mm,14,G-H / SI (Mined),800.00
WBRDUP,WBRDUP-270M05,Round,Scalloped (U),5 Stone,2.7 mm,14,E-F / VS  (Lab Grown),640.00
WBRDUP,WBRDUP-270M05,Round,Scalloped (U),5 Stone,2.7 mm,18,F-G / VS (Mined),1120.00
WBRDUP,WBRDUP-270M05,Round,Scalloped (U),5 Stone,2.7 mm,18,G-H / SI (Mined),1050.00
WBRDUP,WBRDUP-270M05,Round,Scalloped (U),5 Stone,2.7 mm,18,E-F / VS  (Lab Grown),885.00
WBRDUP,WBRDUP-270M05,Round,Scalloped (U),5 Stone,2.7 mm,PLAT,F-G / VS (Mined),1100.00
WBRDUP,WBRDUP-270M05,Round,Scalloped (U),5 Stone,2.7 mm,PLAT,G-H / SI (Mined),1025.00
WBRDUP,WBRDUP-270M05,Round,Scalloped (U),5 Stone,2.7 mm,PLAT,E-F / VS  (Lab Grown),865.00
WBRDUP,WBRDUP-140M07,Round,Scalloped (U),7 Stone,1.4 mm,10,F-G / VS (Mined),275.00
WBRDUP,WBRDUP-140M07,Round,Scalloped (U),7 Stone,1.4 mm,10,G-H / SI (Mined),265.00
WBRDUP,WBRDUP-140M07,Round,Scalloped (U),7 Stone,1.4 mm,10,E-F / VS  (Lab Grown),250.00
WBRDUP,WBRDUP-140M07,Round,Scalloped (U),7 Stone,1.4 mm,14,F-G / VS (Mined),415.00
WBRDUP,WBRDUP-140M07,Round,Scalloped (U),7 Stone,1.4 mm,14,G-H / SI (Mined),405.00
WBRDUP,WBRDUP-140M07,Round,Scalloped (U),7 Stone,1.4 mm,14,E-F / VS  (Lab Grown),390.00
WBRDUP,WBRDUP-140M07,Round,Scalloped (U),7 Stone,1.4 mm,18,F-G / VS (Mined),565.00
WBRDUP,WBRDUP-140M07,Round,Scalloped (U),7 Stone,1.4 mm,18,G-H / SI (Mined),555.00
WBRDUP,WBRDUP-140M07,Round,Scalloped (U),7 Stone,1.4 mm,18,E-F / VS  (Lab Grown),540.00
WBRDUP,WBRDUP-140M07,Round,Scalloped (U),7 Stone,1.4 mm,PLAT,F-G / VS (Mined),550.00
WBRDUP,WBRDUP-140M07,Round,Scalloped (U),7 Stone,1.4 mm,PLAT,G-H / SI (Mined),540.00
WBRDUP,WBRDUP-140M07,Round,Scalloped (U),7 Stone,1.4 mm,PLAT,E-F / VS  (Lab Grown),525.00
WBRDUP,WBRDUP-190M07,Round,Scalloped (U),7 Stone,1.9 mm,10,F-G / VS (Mined),390.00
WBRDUP,WBRDUP-190M07,Round,Scalloped (U),7 Stone,1.9 mm,10,G-H / SI (Mined),360.00
WBRDUP,WBRDUP-190M07,Round,Scalloped (U),7 Stone,1.9 mm,10,E-F / VS  (Lab Grown),305.00
WBRDUP,WBRDUP-190M07,Round,Scalloped (U),7 Stone,1.9 mm,14,F-G / VS (Mined),565.00
WBRDUP,WBRDUP-190M07,Round,Scalloped (U),7 Stone,1.9 mm,14,G-H / SI (Mined),530.00
WBRDUP,WBRDUP-190M07,Round,Scalloped (U),7 Stone,1.9 mm,14,E-F / VS  (Lab Grown),480.00
WBRDUP,WBRDUP-190M07,Round,Scalloped (U),7 Stone,1.9 mm,18,F-G / VS (Mined),750.00
WBRDUP,WBRDUP-190M07,Round,Scalloped (U),7 Stone,1.9 mm,18,G-H / SI (Mined),715.00
WBRDUP,WBRDUP-190M07,Round,Scalloped (U),7 Stone,1.9 mm,18,E-F / VS  (Lab Grown),665.00
WBRDUP,WBRDUP-190M07,Round,Scalloped (U),7 Stone,1.9 mm,PLAT,F-G / VS (Mined),730.00
WBRDUP,WBRDUP-190M07,Round,Scalloped (U),7 Stone,1.9 mm,PLAT,G-H / SI (Mined),700.00
WBRDUP,WBRDUP-190M07,Round,Scalloped (U),7 Stone,1.9 mm,PLAT,E-F / VS  (Lab Grown),645.00
WBRDUP,WBRDUP-240M07,Round,Scalloped (U),7 Stone,2.4 mm,10,F-G / VS (Mined),650.00
WBRDUP,WBRDUP-240M07,Round,Scalloped (U),7 Stone,2.4 mm,10,G-H / SI (Mined),580.00
WBRDUP,WBRDUP-240M07,Round,Scalloped (U),7 Stone,2.4 mm,10,E-F / VS  (Lab Grown),425.00
WBRDUP,WBRDUP-240M07,Round,Scalloped (U),7 Stone,2.4 mm,14,F-G / VS (Mined),900.00
WBRDUP,WBRDUP-240M07,Round,Scalloped (U),7 Stone,2.4 mm,14,G-H / SI (Mined),830.00
WBRDUP,WBRDUP-240M07,Round,Scalloped (U),7 Stone,2.4 mm,14,E-F / VS  (Lab Grown),675.00
WBRDUP,WBRDUP-240M07,Round,Scalloped (U),7 Stone,2.4 mm,18,F-G / VS (Mined),1160.00
WBRDUP,WBRDUP-240M07,Round,Scalloped (U),7 Stone,2.4 mm,18,G-H / SI (Mined),1090.00
WBRDUP,WBRDUP-240M07,Round,Scalloped (U),7 Stone,2.4 mm,18,E-F / VS  (Lab Grown),935.00
WBRDUP,WBRDUP-240M07,Round,Scalloped (U),7 Stone,2.4 mm,PLAT,F-G / VS (Mined),1135.00
WBRDUP,WBRDUP-240M07,Round,Scalloped (U),7 Stone,2.4 mm,PLAT,G-H / SI (Mined),1065.00
WBRDUP,WBRDUP-240M07,Round,Scalloped (U),7 Stone,2.4 mm,PLAT,E-F / VS  (Lab Grown),915.00
WBRDUP,WBRDUP-270M07,Round,Scalloped (U),7 Stone,2.7 mm,10,F-G / VS (Mined),770.00
WBRDUP,WBRDUP-270M07,Round,Scalloped (U),7 Stone,2.7 mm,10,G-H / SI (Mined),670.00
WBRDUP,WBRDUP-270M07,Round,Scalloped (U),7 Stone,2.7 mm,10,E-F / VS  (Lab Grown),440.00
WBRDUP,WBRDUP-270M07,Round,Scalloped (U),7 Stone,2.7 mm,14,F-G / VS (Mined),1020.00
WBRDUP,WBRDUP-270M07,Round,Scalloped (U),7 Stone,2.7 mm,14,G-H / SI (Mined),915.00
WBRDUP,WBRDUP-270M07,Round,Scalloped (U),7 Stone,2.7 mm,14,E-F / VS  (Lab Grown),690.00
WBRDUP,WBRDUP-270M07,Round,Scalloped (U),7 Stone,2.7 mm,18,F-G / VS (Mined),1275.00
WBRDUP,WBRDUP-270M07,Round,Scalloped (U),7 Stone,2.7 mm,18,G-H / SI (Mined),1175.00
WBRDUP,WBRDUP-270M07,Round,Scalloped (U),7 Stone,2.7 mm,18,E-F / VS  (Lab Grown),945.00
WBRDUP,WBRDUP-270M07,Round,Scalloped (U),7 Stone,2.7 mm,PLAT,F-G / VS (Mined),1255.00
WBRDUP,WBRDUP-270M07,Round,Scalloped (U),7 Stone,2.7 mm,PLAT,G-H / SI (Mined),1150.00
WBRDUP,WBRDUP-270M07,Round,Scalloped (U),7 Stone,2.7 mm,PLAT,E-F / VS  (Lab Grown),925.00
WBRDUP,WBRDUP-140M50,Round,Scalloped (U),50%,1.4 mm,10,F-G / VS (Mined),380.00
WBRDUP,WBRDUP-140M50,Round,Scalloped (U),50%,1.4 mm,10,G-H / SI (Mined),345.00
WBRDUP,WBRDUP-140M50,Round,Scalloped (U),50%,1.4 mm,10,E-F / VS  (Lab Grown),300.00
WBRDUP,WBRDUP-140M50,Round,Scalloped (U),50%,1.4 mm,14,F-G / VS (Mined),525.00
WBRDUP,WBRDUP-140M50,Round,Scalloped (U),50%,1.4 mm,14,G-H / SI (Mined),490.00
WBRDUP,WBRDUP-140M50,Round,Scalloped (U),50%,1.4 mm,14,E-F / VS  (Lab Grown),440.00
WBRDUP,WBRDUP-140M50,Round,Scalloped (U),50%,1.4 mm,18,F-G / VS (Mined),675.00
WBRDUP,WBRDUP-140M50,Round,Scalloped (U),50%,1.4 mm,18,G-H / SI (Mined),640.00
WBRDUP,WBRDUP-140M50,Round,Scalloped (U),50%,1.4 mm,18,E-F / VS  (Lab Grown),595.00
WBRDUP,WBRDUP-140M50,Round,Scalloped (U),50%,1.4 mm,PLAT,F-G / VS (Mined),660.00
WBRDUP,WBRDUP-140M50,Round,Scalloped (U),50%,1.4 mm,PLAT,G-H / SI (Mined),625.00
WBRDUP,WBRDUP-140M50,Round,Scalloped (U),50%,1.4 mm,PLAT,E-F / VS  (Lab Grown),580.00
WBRDUP,WBRDUP-190M50,Round,Scalloped (U),50%,1.9 mm,10,F-G / VS (Mined),575.00
WBRDUP,WBRDUP-190M50,Round,Scalloped (U),50%,1.9 mm,10,G-H / SI (Mined),490.00
WBRDUP,WBRDUP-190M50,Round,Scalloped (U),50%,1.9 mm,10,E-F / VS  (Lab Grown),365.00
WBRDUP,WBRDUP-190M50,Round,Scalloped (U),50%,1.9 mm,14,F-G / VS (Mined),760.00
WBRDUP,WBRDUP-190M50,Round,Scalloped (U),50%,1.9 mm,14,G-H / SI (Mined),680.00
WBRDUP,WBRDUP-190M50,Round,Scalloped (U),50%,1.9 mm,14,E-F / VS  (Lab Grown),555.00
WBRDUP,WBRDUP-190M50,Round,Scalloped (U),50%,1.9 mm,18,F-G / VS (Mined),960.00
WBRDUP,WBRDUP-190M50,Round,Scalloped (U),50%,1.9 mm,18,G-H / SI (Mined),875.00
WBRDUP,WBRDUP-190M50,Round,Scalloped (U),50%,1.9 mm,18,E-F / VS  (Lab Grown),750.00
WBRDUP,WBRDUP-190M50,Round,Scalloped (U),50%,1.9 mm,PLAT,F-G / VS (Mined),940.00
WBRDUP,WBRDUP-190M50,Round,Scalloped (U),50%,1.9 mm,PLAT,G-H / SI (Mined),860.00
WBRDUP,WBRDUP-190M50,Round,Scalloped (U),50%,1.9 mm,PLAT,E-F / VS  (Lab Grown),735.00
WBRDUP,WBRDUP-240M50,Round,Scalloped (U),50%,2.4 mm,10,F-G / VS (Mined),890.00
WBRDUP,WBRDUP-240M50,Round,Scalloped (U),50%,2.4 mm,10,G-H / SI (Mined),760.00
WBRDUP,WBRDUP-240M50,Round,Scalloped (U),50%,2.4 mm,10,E-F / VS  (Lab Grown),480.00
WBRDUP,WBRDUP-240M50,Round,Scalloped (U),50%,2.4 mm,14,F-G / VS (Mined),1150.00
WBRDUP,WBRDUP-240M50,Round,Scalloped (U),50%,2.4 mm,14,G-H / SI (Mined),1020.00
WBRDUP,WBRDUP-240M50,Round,Scalloped (U),50%,2.4 mm,14,E-F / VS  (Lab Grown),735.00
WBRDUP,WBRDUP-240M50,Round,Scalloped (U),50%,2.4 mm,18,F-G / VS (Mined),1420.00
WBRDUP,WBRDUP-240M50,Round,Scalloped (U),50%,2.4 mm,18,G-H / SI (Mined),1290.00
WBRDUP,WBRDUP-240M50,Round,Scalloped (U),50%,2.4 mm,18,E-F / VS  (Lab Grown),1010.00
WBRDUP,WBRDUP-240M50,Round,Scalloped (U),50%,2.4 mm,PLAT,F-G / VS (Mined),1395.00
WBRDUP,WBRDUP-240M50,Round,Scalloped (U),50%,2.4 mm,PLAT,G-H / SI (Mined),1265.00
WBRDUP,WBRDUP-240M50,Round,Scalloped (U),50%,2.4 mm,PLAT,E-F / VS  (Lab Grown),985.00
WBRDUP,WBRDUP-270M50,Round,Scalloped (U),50%,2.7 mm,10,F-G / VS (Mined),1140.00
WBRDUP,WBRDUP-270M50,Round,Scalloped (U),50%,2.7 mm,10,G-H / SI (Mined),950.00
WBRDUP,WBRDUP-270M50,Round,Scalloped (U),50%,2.7 mm,10,E-F / VS  (Lab Grown),530.00
WBRDUP,WBRDUP-270M50,Round,Scalloped (U),50%,2.7 mm,14,F-G / VS (Mined),1410.00
WBRDUP,WBRDUP-270M50,Round,Scalloped (U),50%,2.7 mm,14,G-H / SI (Mined),1220.00
WBRDUP,WBRDUP-270M50,Round,Scalloped (U),50%,2.7 mm,14,E-F / VS  (Lab Grown),800.00
WBRDUP,WBRDUP-270M50,Round,Scalloped (U),50%,2.7 mm,18,F-G / VS (Mined),1695.00
WBRDUP,WBRDUP-270M50,Round,Scalloped (U),50%,2.7 mm,18,G-H / SI (Mined),1505.00
WBRDUP,WBRDUP-270M50,Round,Scalloped (U),50%,2.7 mm,18,E-F / VS  (Lab Grown),1085.00
WBRDUP,WBRDUP-270M50,Round,Scalloped (U),50%,2.7 mm,PLAT,F-G / VS (Mined),1670.00
WBRDUP,WBRDUP-270M50,Round,Scalloped (U),50%,2.7 mm,PLAT,G-H / SI (Mined),1480.00
WBRDUP,WBRDUP-270M50,Round,Scalloped (U),50%,2.7 mm,PLAT,E-F / VS  (Lab Grown),1060.00
WBRDUP,WBRDUP-140M75,Round,Scalloped (U),75%,1.4 mm,10,F-G / VS (Mined),465.00
WBRDUP,WBRDUP-140M75,Round,Scalloped (U),75%,1.4 mm,10,G-H / SI (Mined),410.00
WBRDUP,WBRDUP-140M75,Round,Scalloped (U),75%,1.4 mm,10,E-F / VS  (Lab Grown),340.00
WBRDUP,WBRDUP-140M75,Round,Scalloped (U),75%,1.4 mm,14,F-G / VS (Mined),610.00
WBRDUP,WBRDUP-140M75,Round,Scalloped (U),75%,1.4 mm,14,G-H / SI (Mined),555.00
WBRDUP,WBRDUP-140M75,Round,Scalloped (U),75%,1.4 mm,14,E-F / VS  (Lab Grown),485.00
WBRDUP,WBRDUP-140M75,Round,Scalloped (U),75%,1.4 mm,18,F-G / VS (Mined),770.00
WBRDUP,WBRDUP-140M75,Round,Scalloped (U),75%,1.4 mm,18,G-H / SI (Mined),715.00
WBRDUP,WBRDUP-140M75,Round,Scalloped (U),75%,1.4 mm,18,E-F / VS  (Lab Grown),645.00
WBRDUP,WBRDUP-140M75,Round,Scalloped (U),75%,1.4 mm,PLAT,F-G / VS (Mined),755.00
WBRDUP,WBRDUP-140M75,Round,Scalloped (U),75%,1.4 mm,PLAT,G-H / SI (Mined),700.00
WBRDUP,WBRDUP-140M75,Round,Scalloped (U),75%,1.4 mm,PLAT,E-F / VS  (Lab Grown),630.00
WBRDUP,WBRDUP-190M75,Round,Scalloped (U),75%,1.9 mm,10,F-G / VS (Mined),740.00
WBRDUP,WBRDUP-190M75,Round,Scalloped (U),75%,1.9 mm,10,G-H / SI (Mined),610.00
WBRDUP,WBRDUP-190M75,Round,Scalloped (U),75%,1.9 mm,10,E-F / VS  (Lab Grown),420.00
WBRDUP,WBRDUP-190M75,Round,Scalloped (U),75%,1.9 mm,14,F-G / VS (Mined),940.00
WBRDUP,WBRDUP-190M75,Round,Scalloped (U),75%,1.9 mm,14,G-H / SI (Mined),815.00
WBRDUP,WBRDUP-190M75,Round,Scalloped (U),75%,1.9 mm,14,E-F / VS  (Lab Grown),620.00
WBRDUP,WBRDUP-190M75,Round,Scalloped (U),75%,1.9 mm,18,F-G / VS (Mined),1150.00
WBRDUP,WBRDUP-190M75,Round,Scalloped (U),75%,1.9 mm,18,G-H / SI (Mined),1025.00
WBRDUP,WBRDUP-190M75,Round,Scalloped (U),75%,1.9 mm,18,E-F / VS  (Lab Grown),835.00
WBRDUP,WBRDUP-190M75,Round,Scalloped (U),75%,1.9 mm,PLAT,F-G / VS (Mined),1130.00
WBRDUP,WBRDUP-190M75,Round,Scalloped (U),75%,1.9 mm,PLAT,G-H / SI (Mined),1005.00
WBRDUP,WBRDUP-190M75,Round,Scalloped (U),75%,1.9 mm,PLAT,E-F / VS  (Lab Grown),815.00
WBRDUP,WBRDUP-240M75,Round,Scalloped (U),75%,2.4 mm,10,F-G / VS (Mined),1175.00
WBRDUP,WBRDUP-240M75,Round,Scalloped (U),75%,2.4 mm,10,G-H / SI (Mined),975.00
WBRDUP,WBRDUP-240M75,Round,Scalloped (U),75%,2.4 mm,10,E-F / VS  (Lab Grown),545.00
WBRDUP,WBRDUP-240M75,Round,Scalloped (U),75%,2.4 mm,14,F-G / VS (Mined),1450.00
WBRDUP,WBRDUP-240M75,Round,Scalloped (U),75%,2.4 mm,14,G-H / SI (Mined),1245.00
WBRDUP,WBRDUP-240M75,Round,Scalloped (U),75%,2.4 mm,14,E-F / VS  (Lab Grown),815.00
WBRDUP,WBRDUP-240M75,Round,Scalloped (U),75%,2.4 mm,18,F-G / VS (Mined),1735.00
WBRDUP,WBRDUP-240M75,Round,Scalloped (U),75%,2.4 mm,18,G-H / SI (Mined),1530.00
WBRDUP,WBRDUP-240M75,Round,Scalloped (U),75%,2.4 mm,18,E-F / VS  (Lab Grown),1105.00
